5.5069703	12.42959	1
8.0138822	17.911345	1
3.3302674	6.6341417	1
6.434247	11.315469	1
4.6637256	10.543132	1
3.5821888	7.1144201	1
3.8457008	13.435018	1
3.5162961	8.9134031	1
4.2815935	9.3486706	1
4.0410833	11.236811	1
-0.60903791	0.56201543	1
2.650045	3.6108008	1
7.5096611	16.249446	1
2.8536055	7.3754397	1
3.8378775	11.170563	1
5.4858987	11.376161	1
6.6534909	14.309765	1
3.2343929	2.6376035	1
2.772498	4.3300228	1
1.0075762	1.1002081	1
3.6782007	4.9440774	1
7.2847815	12.839192	1
2.5896126	5.9402391	1
11.218239	24.735728	1
4.9019707	8.8869979	1
4.7527458	11.87563	1
4.3742626	7.4066145	1
5.3491911	7.9023959	1
6.8333612	12.900668	1
3.3209242	6.5147267	1
7.5684511	10.670547	1
1.7936975	2.1291119	1
8.1914719	17.08333	1
7.7365246	16.182201	1
9.276255	17.779209	1
5.9092306	10.744048	1
5.5854132	11.378989	1
6.3080986	14.755131	1
4.7466281	10.739059	1
4.1261844	10.152851	1
3.3917602	6.6572284	1
1.9600771	5.3776266	1
3.5864459	6.0675651	1
5.533717	12.488379	1
3.9966007	9.8199597	1
7.9430782	17.034255	1
1.6413258	1.9899741	1
5.9730359	11.806235	1
8.2990561	14.096508	1
2.4623477	6.4448764	1
3.1103854	2.8359546	1
3.9767745	8.8950719	1
5.4147353	13.882032	1
2.2438661	2.2208989	1
7.7634184	19.071985	1
7.3607896	15.901681	1
2.1483947	0.25222928	1
5.9100594	10.037505	1
2.8270373	3.8493912	1
3.3078521	9.1403317	1
3.9566434	8.4912144	1
2.9283496	5.3135512	1
5.407994	6.32892	1
3.941143	7.7281003	1
6.2277495	13.151282	1
6.8681939	14.89458	1
6.1844876	18.712214	1
5.3369498	13.851756	1
3.8564505	10.22163	1
1.7919784	3.1701269	1
6.1153694	9.7421939	1
7.1600309	13.217503	1
6.597247	8.8955587	1
4.5403938	8.4302352	1
4.760864	10.054611	1
5.373154	9.5222349	1
5.3183108	11.727386	1
5.6064153	8.3140799	1
4.6462049	11.211942	1
3.1138923	6.4403396	1
5.2668269	13.439455	1
5.4422658	8.9849613	1
4.7827441	10.702368	1
5.1921085	9.2037465	1
4.6611699	12.123713	1
6.2200248	15.224988	1
6.1345392	9.0737301	1
8.6248087	15.775119	1
8.2016175	14.87234	1
2.855098	7.3897944	1
3.9316266	11.687863	1
8.5947582	17.748884	1
4.322467	8.1526071	1
5.602069	9.3943676	1
4.938309	10.973296	1
5.9906604	12.272941	1
5.925581	11.933094	1
6.756126	14.274969	1
4.6593845	9.6294392	1
2.9307887	8.2409334	1
4.4871583	22.805803	2
3.3305208	23.220701	2
4.6059012	24.421135	2
1.7424448	18.065688	2
2.1173486	19.552429	2
4.4817569	26.280204	2
5.9677328	24.99522	2
5.0831781	25.935711	2
5.7253222	25.827378	2
3.6432188	21.251627	2
0.31914831	14.141649	2
6.1422623	24.786596	2
3.1946958	20.804427	2
8.3781255	37.295533	2
4.7526423	27.588854	2
4.4163197	27.420339	2
1.9926	20.041138	2
3.3796263	22.34221	2
3.2157456	19.831463	2
3.6977758	23.267418	2
6.1737535	29.363062	2
5.9075716	27.081524	2
5.9140859	24.953001	2
6.3203606	27.035354	2
5.0783833	24.080909	2
4.5038969	25.710616	2
2.1068555	18.489582	2
5.7155147	27.102055	2
5.1533256	27.998075	2
6.802371	26.383483	2
6.4535412	26.012729	2
6.6170788	29.318221	2
7.7774355	32.271643	2
5.9153861	27.568638	2
2.4919507	23.759458	2
0.57005393	15.767963	2
4.9014692	22.269284	2
3.194808	16.917537	2
4.5698285	24.828589	2
8.0637451	33.050466	2
4.169216	22.553829	2
7.8501465	28.552704	2
-2.0367991	11.175956	2
8.3079467	30.327252	2
6.1579548	26.49318	2
6.7796782	28.750454	2
4.8224074	20.122195	2
3.7693791	24.461198	2
3.1289323	21.246401	2
5.8582552	25.843982	2
7.2698847	27.527543	2
5.6466968	28.260667	2
2.7951932	17.97588	2
5.4434644	23.302007	2
4.8144149	28.796906	2
8.252963	30.278939	2
4.8003251	24.142716	2
4.3043831	26.189137	2
2.9198391	23.233928	2
9.702914	35.862849	2
5.6088841	26.995413	2
4.9964929	25.770824	2
4.0031606	21.772198	2
2.9537032	18.706721	2
7.2171362	30.342364	2
4.4158321	24.555567	2
3.1615592	20.282043	2
5.1109823	24.103534	2
3.5748155	19.345341	2
1.2039908	21.766136	2
5.204531	25.973751	2
2.3731619	23.808401	2
2.3857211	17.764112	2
2.9418442	20.359432	2
1.8377626	19.767995	2
6.3343166	29.21291	2
6.1717082	25.895104	2
0.83439951	13.39548	2
6.4658329	29.584044	2
5.8012191	30.411705	2
1.6812586	18.140386	2
4.1987122	24.393591	2
2.0295508	20.085266	2
2.9360122	19.119878	2
4.5586201	26.295337	2
3.8523983	24.919195	2
9.3013204	37.434496	2
6.61742	29.467268	2
3.3632225	19.012343	2
3.7166003	22.423382	2
6.2373672	31.027913	2
6.0353457	26.943367	2
1.0281232	21.367562	2
1.2385781	14.650641	2
7.0563905	32.972282	2
1.1876255	19.848782	2
5.9175749	26.77886	2
7.3853362	30.221131	2
4.1516694	21.250907	2
2.2679001	21.261476	2
5.6657157	7.6161381	1
1.9923876	5.1188787	1
5.0504334	10.365251	1
7.0508974	18.6	1
2.9964514	6.1673441	1
2.6108163	4.06414	1
4.7700469	6.8000394	1
6.1203556	11.83384	1
4.6906145	7.8856047	1
2.0721551	2.6730115	1
3.14	15.5	1
6.08	17.5	1
5.0654671	11.302923	1
4.6771854	15.5	1
5.07	17.2	1
8.1085371	20	1
4.9704166	8.4314615	1
5.1394894	11.9	1
6.561291	11.473279	1
7.3372045	11.209023	1
3.1099191	7.2498597	1
5.9097678	9.939684	1
3.5105004	8.8766419	1
5.48	15.5	1
2.8723042	1.9208776	1
1.43	12.9	2
4.8381607	27.002853	2
6.8387543	26.33779	2
2.5621265	13.3	2
5.6883194	26.235177	2
2.7938911	24.923239	2
7.973952	28.328408	2
0.19	12.2	2
5.9139441	29.23297	2
5.3080119	25.953002	2
6.3712434	28.484467	2
2.576338	14.8	2
7.5197277	29.93728	2
6.617147	29.721685	2
4.3990251	25.690626	2
5.7011688	32.303521	2
5.931433	24.180247	2
2.5508214	17.614113	2
7.6541744	26.613419	2
3.1198422	14.1	2
7.7112192	29.505131	2
6.1796187	26.033186	2
0.84136323	17.326048	2
4.7517577	22.466934	2
3.4369837	23.464369	2
